iter 182," acc, nmi, ri = (0.32485, 0.27811, 0.00016)", loss:0.00016, n_changed_assignment:350, time:3180.022
iter 183," acc, nmi, ri = (0.32526, 0.2767, 0.00024)", loss:0.00024, n_changed_assignment:326, time:3194.893
iter 184," acc, nmi, ri = (0.32381, 0.27523, 0.00014)", loss:0.00014, n_changed_assignment:468, time:3212.522
iter 185," acc, nmi, ri = (0.32224, 0.27462, 0.00013)", loss:0.00013, n_changed_assignment:587, time:3228.044
iter 186," acc, nmi, ri = (0.32043, 0.2764, 0.00027)", loss:0.00027, n_changed_assignment:391, time:3244.311
iter 187," acc, nmi, ri = (0.32317, 0.27578, 0.00014)", loss:0.00014, n_changed_assignment:312, time:3260.457
iter 188," acc, nmi, ri = (0.32136, 0.27597, 7e-05)", loss:0.00007, n_changed_assignment:224, time:3276.221
iter 189," acc, nmi, ri = (0.32014, 0.27431, 7e-05)", loss:0.00007, n_changed_assignment:315, time:3294.014
iter 190," acc, nmi, ri = (0.31868, 0.2739, 0.00015)", loss:0.00015, n_changed_assignment:235, time:3309.981
iter 191," acc, nmi, ri = (0.31944, 0.27394, 0.00014)", loss:0.00014, n_changed_assignment:323, time:3325.386
iter 192," acc, nmi, ri = (0.31991, 0.27284, 5e-05)", loss:0.00005, n_changed_assignment:434, time:3341.305
iter 193," acc, nmi, ri = (0.32031, 0.27453, 1e-04)", loss:0.00010, n_changed_assignment:675, time:3357.032
iter 194," acc, nmi, ri = (0.32072, 0.27278, 8e-05)", loss:0.00008, n_changed_assignment:736, time:3375.335
iter 195," acc, nmi, ri = (0.31711, 0.27374, 8e-05)", loss:0.00008, n_changed_assignment:540, time:3390.598
iter 196," acc, nmi, ri = (0.31729, 0.2725, 0.00013)", loss:0.00013, n_changed_assignment:241, time:3406.139
iter 197," acc, nmi, ri = (0.31839, 0.27448, 7e-05)", loss:0.00007, n_changed_assignment:448, time:3422.450
iter 198," acc, nmi, ri = (0.32095, 0.27237, 0.00012)", loss:0.00012, n_changed_assignment:618, time:3438.250
iter 199," acc, nmi, ri = (0.31932, 0.27351, 9e-05)", loss:0.00009, n_changed_assignment:993, time:3454.341
iter 200," acc, nmi, ri = (0.31804, 0.27381, 7e-05)", loss:0.00007, n_changed_assignment:374, time:3471.642
iter 201," acc, nmi, ri = (0.3149, 0.27316, 0.00015)", loss:0.00015, n_changed_assignment:360, time:3487.355
iter 202," acc, nmi, ri = (0.33888, 0.27339, 8e-05)", loss:0.00008, n_changed_assignment:5850, time:3503.019
iter 203," acc, nmi, ri = (0.31147, 0.27618, 0.00022)", loss:0.00022, n_changed_assignment:7378, time:3518.471
iter 204," acc, nmi, ri = (0.31694, 0.27628, 6e-05)", loss:0.00006, n_changed_assignment:1277, time:3535.998
iter 205," acc, nmi, ri = (0.3188, 0.27708, 0.00013)", loss:0.00013, n_changed_assignment:437, time:3554.390
iter 206," acc, nmi, ri = (0.32322, 0.27633, 0.00024)", loss:0.00024, n_changed_assignment:465, time:3570.200
iter 207," acc, nmi, ri = (0.31746, 0.27695, 0.00025)", loss:0.00025, n_changed_assignment:580, time:3585.936
iter 208," acc, nmi, ri = (0.31997, 0.27617, 9e-05)", loss:0.00009, n_changed_assignment:352, time:3601.874
iter 209," acc, nmi, ri = (0.3213, 0.27402, 0.00011)", loss:0.00011, n_changed_assignment:572, time:3617.212
iter 210," acc, nmi, ri = (0.31723, 0.27506, 0.00012)", loss:0.00012, n_changed_assignment:903, time:3634.740
iter 211," acc, nmi, ri = (0.3252, 0.2753, 1e-04)", loss:0.00010, n_changed_assignment:1024, time:3650.740
